ID_GRUPO,Score,ID_ITEM
528354,1.0000001192092896,528354
578506,0.8435189127922058,528354
714961,0.7607619762420654,528354
777239,0.7175732851028442,528354
678597,1.0000001192092896,678597
528392,0.9905863404273988,678597
709051,0.9905861616134644,678597
711734,0.8836495280265808,678597
775661,1.0,775661
528442,0.9907066822052002,775661
695076,0.9907066822052002,775661
538124,0.9903118014335632,775661
759487,0.9999997615814208,759487
775889,0.7366728782653809,759487
755643,0.7174572348594666,759487
716076,0.6925712823867798,759487
776575,1.0,776575
780676,0.9896119832992554,776575
720413,0.987179398536682,776575
537761,0.8277556896209717,776575
540141,0.9999998211860656,540141
681395,0.9903022050857544,540141
684655,0.9903020858764648,540141
759400,0.99030202627182,540141
588900,0.9999998807907104,588900
531753,0.7648187875747681,588900
552371,0.7645371556282043,588900
653747,0.6301262378692627,588900
570551,0.9999998807907104,570551
679392,0.7544665336608887,570551
531777,0.7073529362678528,570551
591801,0.7067020535469055,570551
724162,0.9999998807907104,724162
780353,0.9932782053947448,724162
634746,0.7325018048286438,724162
779555,0.6486324071884155,724162
780353,1.0,780353
724162,0.9932782053947448,780353
634746,0.7588850855827332,780353
779555,0.6610169410705566,780353
576444,1.0,576444
738761,0.8532118201255798,576444
728059,0.8326913714408875,576444
600860,0.7957026362419128,576444
763998,0.9999998211860656,763998
623443,0.7708790898323059,763998
773412,0.7182492613792419,763998
778513,0.7160477042198181,763998
773685,1.0,773685
775549,0.7769363522529602,773685
778691,0.691892147064209,773685
762395,0.6781679391860962,773685
775549,1.0000001192092896,775549
773685,0.7769363522529602,775549
633188,0.757191002368927,775549
543062,0.7538533806800842,775549
775755,1.0,775755
703252,0.7187606692314148,775755
624326,0.6621744632720947,775755
617663,0.6285992860794067,775755
528058,0.9999998807907104,528058
530856,0.7918189167976379,528058
562371,0.7856376767158508,528058
578524,0.7714072465896606,528058
547440,1.0,547440
698736,0.9864805340766908,547440
586623,0.9860443472862244,547440
604877,0.9677961468696594,547440
746400,1.0,746400
669114,0.7421702146530151,746400
716497,0.6961883902549744,746400
756392,0.6930374503135681,746400
779646,1.0,779646
637186,0.7796659469604492,779646
738761,0.7543221116065979,779646
728059,0.7383279800415039,779646
543315,0.9999998807907104,543315
770264,0.7060368657112122,543315
557571,0.6725440621376038,543315
591281,0.6689221858978271,543315
591261,1.0,591261
637805,0.7377393245697021,591261
534600,0.7197046279907227,591261
539742,0.6646835803985596,591261
775897,0.9999999403953552,775897
780798,0.8918614983558655,775897
674772,0.7888302206993103,775897
774622,0.7761098146438599,775897
540564,1.0,540564
573320,0.7680405974388123,540564
686518,0.7590125799179077,540564
688823,0.7228695154190063,540564
529562,1.0,529562
601805,0.9311547875404358,529562
756684,0.8246275186538696,529562
715711,0.8121327757835388,529562
548161,1.0000001192092896,548161
777483,0.8388901948928833,548161
773143,0.8379366993904114,548161
775944,0.7679038047790527,548161
773143,1.0000001192092896,773143
769309,0.8878851532936096,773143
776898,0.8799517750740051,773143
777483,0.8784813284873962,773143
776898,1.0,776898
686873,0.9926947355270386,776898
769309,0.977072536945343,776898
773143,0.8799517750740051,776898
777483,1.0,777483
773143,0.8784812688827515,777483
775864,0.8519091010093689,777483
548161,0.8388901948928833,777483
529701,1.0,529701
711052,0.9455603957176208,529701
530922,0.8102104663848877,529701
672499,0.743709146976471,529701
565944,1.0000001192092896,565944
716416,0.988814651966095,565944
779147,0.9773733019828796,565944
531343,0.840851366519928,565944
542325,0.9999998211860656,542325
589400,0.9894183874130248,542325
545425,0.7473827004432678,542325
609552,0.7154449820518494,542325
538611,1.0000001192092896,538611
688360,0.8213358521461487,538611
778956,0.7976802587509155,538611
770715,0.7838006615638733,538611
776238,1.0,776238
532067,0.9922946691513062,776238
679483,0.9922946691513062,776238
552212,0.9917619824409484,776238
778063,1.0,778063
749559,0.7686796784400941,778063
715513,0.6692363023757935,778063
539922,0.6604414582252502,778063
724138,1.0000001192092896,724138
688092,0.99372798204422,724138
543680,0.9734161496162416,724138
724179,0.8101634383201599,724138
648106,0.9999999403953552,648106
685155,0.8682080507278442,648106
577742,0.8619739413261414,648106
768321,0.8365635275840759,648106
705592,1.0,705592
530624,0.9872498512268066,705592
773425,0.9868090748786926,705592
764042,0.97104811668396,705592
769294,1.0,769294
659906,0.7799597382545471,769294
540473,0.7583968043327332,769294
624586,0.7325695157051086,769294
775014,1.0,775014
594324,0.8616370558738708,775014
713032,0.6747481822967529,775014
775934,0.6734614372253418,775014
764486,0.9999999403953552,764486
629626,0.8549241423606873,764486
533305,0.8523096442222595,764486
761314,0.8523095846176147,764486
633407,1.0000001192092896,633407
746596,0.9038016796112059,633407
688352,0.7675946354866028,633407
565480,0.7611874341964722,633407
534683,1.0,534683
537943,0.9776830077171326,534683
529566,0.9194515347480774,534683
604891,0.8398677706718445,534683
535604,1.000000238418579,535604
746400,0.6765033006668091,535604
527875,0.6751810312271118,535604
688352,0.6537724733352661,535604
528032,1.0,528032
533256,0.8231356739997864,528032
701092,0.6171525716781616,528032
538137,0.5888660550117493,528032
578548,0.9999999403953552,578548
720480,0.6916306614875793,578548
531156,0.6901625394821167,578548
552406,0.6896573901176453,578548
624006,1.0,624006
587460,0.9864062666893004,624006
721890,0.9864053726196288,624006
771835,0.986405313014984,624006
746538,1.0000001192092896,746538
673892,0.7681822776794434,746538
751322,0.7589383721351624,746538
713952,0.7581738233566284,746538
776291,1.0000001192092896,776291
712332,0.9909284710884094,776291
769440,0.99092835187912,776291
549401,0.9675629138946532,776291
527916,0.9999999403953552,527916
624266,0.7437308430671692,527916
552607,0.741463840007782,527916
539181,0.7363427877426147,527916
554222,0.9999999403953552,554222
768523,0.760672390460968,554222
544121,0.7548257112503052,554222
703632,0.7381277680397034,554222
526406,1.0,526406
682712,0.7463632225990295,526406
713766,0.6190764307975769,526406
531750,0.5937815308570862,526406
542336,1.0,542336
776426,0.7657183408737183,542336
679172,0.7108513116836548,542336
758860,0.7063753604888916,542336
764137,1.0000001192092896,764137
775867,0.7893467545509338,764137
595224,0.7179551124572754,764137
776982,0.7081249356269836,764137
778692,0.9999998807907104,778692
778556,0.970943033695221,778692
613347,0.7596012949943542,778692
686872,0.7319930195808411,778692
575230,1.0000001192092896,575230
575440,0.7573742270469666,575230
606966,0.7362987995147705,575230
761491,0.7075754404067993,575230
749668,0.9999998807907104,749668
598774,0.992772102355957,749668
631546,0.85795658826828,749668
600241,0.7808071970939636,749668
776435,0.9999999403953552,776435
758323,0.7937168478965759,776435
699576,0.7909874320030212,776435
738543,0.7837894558906555,776435
570941,0.9999998807907104,570941
775294,0.7331702709197998,570941
776575,0.7149206399917603,570941
780676,0.6850928068161011,570941
529561,1.0000001192092896,529561
746800,0.7356582880020142,529561
673892,0.7220858931541443,529561
601805,0.6914273500442505,529561
530050,0.9999998807907104,530050
675165,0.967410683631897,530050
779853,0.9180665612220764,530050
541060,0.815628170967102,530050
533111,1.0,533111
528438,0.7208931446075441,533111
778532,0.6916228532791138,533111
