ID_GRUPO,TITULO
603511,Shadrach
603593,"Congress, The"
603646,"Other Woman, The"
603797,Jerry Maguire (1996)
604118,Foreign Exchange
604826,"Bolero de Raquel, El"
604877,G-Force
604891,Finding the Lost Da Vinci
604898,Gods Not Dead
604899,20 Animals That Will Kill You
604968,Hidden Agenda (2001)
605007,Mandela: Long Walk To Freedom
605076,Witness to a Kill (Aka Diamond Cut Diamond)
605124,Sharks in the City
605153,Un macho y sus puchachas
605162,Shark Attack Experiment
605253,"movidas de Lencho, Las"
605493,Megafactories: Extreme Roller Coaster
605504,Amores de la calle
605515,Megafactories: Boeing 747
605912,"Asesinos, Los"
605971,Apañaron a Camelia
605972,Bandidos
606826,"Amarillista, El"
606847,Bill Gritón Vs. Mónica del Whisky
606849,Buscando la muerte
606868,Carreras de muerte
606887,Cabezas rapadas 3
606966,Cabezas rapadas 2
606968,Cuervo el destructor
606969,"Dama de la muerte, La"
606970,Cuna de narcos Aka Los niños de la Sierra
606988,Carrera perdida
606990,Despedida de soltero
607032,Exxcesos
607049,"Dos fregones, Los"
607053,Entre la fe y la muerte
607066,Corazones rotos
607086,Destino Traidor
607126,Fosas Clandestinas
607306,"Amazing Spider-Man 2, The"
607326,"Pursuit of Happyness, The (2006)"
607426,"día de mi muerte, El"
607486,"Art of the Steal, The"
607490,Hasta la última gota
607491,Historia de sangre
607492,"7 muertas, Las"
607529,Golpes del destino
607530,Guerra de narcos (Los Gallardo vs los Arellano)
607547,"Clon de Hitler, El"
607549,"francesa, La"
607557,María Navajas
607558,"salvaje ardiente, La"
607562,No desearás la mujer de tu hermano
607563,Otra vez de veinte
607567,"herrero, El"
607573,"leyenda del caballo negro, La"
607586,Malandro
607627,Maten a los Mendoza
608028,"gandalla de Saltillo, El"
608048,"Rey de la Mota, El"
608049,"reflejo del espejo, El"
608051,Rumbo de sangre
608055,"Corrido de la riata de Michoacán, El"
608068,Safari
608070,Sanguinolienta venganza
608126,"Sheriff de Valle Verde, El"
608148,Tierra extraña
608187,Un mexicano mojado
608206,Me anda buscando la ley por traficante de drogas
608226,Un Día a la Vez
608246,Una lección de vida
608247,"Norte es la muerte, El"
608267,Monjas narcotraficantes
608286,Pa que te acuerdes de mí maldita
608306,"pájaro nalgón, El"
608307,Prostitución y Sida
608327,"número 1, El"
608329,Voces de la montaña
608387,Juana la alacrana
608409,Un viaje al infierno
608427,Diez segundos antes de morir
608428,Terminator Salvation
608526,Boda Fatal
608547,Si mataras
608566,Fiesta privada
608728,Vuelven los mecánicos ardientes
608767,"Vencí a la anorexia panza, cachete y nana"
608787,Una vieja de pocas pulgas
608829,Luces de Nueva York Nigth Club
608946,Traficante sin ley
609207,Sangre de perros
609286,"Amazing Spider-Man, The (2012)"
609387,No tengo miedo seguir
609390,Contrabando en el Chile
609391,Si desearas a la mujer de tu narco
609393,Darketos
609400,Bella entre las flores
609486,Huida al infierno
609527,"Perro de Michoacan, El"
609550,"Monje Asesino, El"
609552,Hierro al rojo vivo
609554,Vidas perdidas
609557,Recuerdos de muerte
609560,Vuelven los albañiles
609687,Rojo Amanecer
609707,Herencia de narcos
609726,"venganza del mojado, La"
609766,In The Line Of Fire
609787,Tragedia y muerte
609992,Tierra de escorpiones
610011,"Quinto mandamiento, El"
610206,"Morro, El"
610287,Sabuesos
610307,"Infernal, El"
610427,No matarás
610507,"rubia y la morena, La"
610626,"mandados, Los"
610747,"Regreso, El"
610946,"zorra millonaria, La"
611209,Cárcel de mujeres (2001)
611221,"Texana 100 X Parte VI, La"
611230,Secta satánica
611231,Te mataré aunque esté muerto
611326,"amigos maravilla, Los"
611346,Salt
611347,Spider-Man 2 (2004)
611429,Spider-Man 3 (2007)
611466,Amar fue su pecado
611507,Sangre de perros (2005)
611926,"narcos de Chihuahua, Los"
612126,Y tu mamá también es narca
612146,Godzilla (2014)
612246,Una pasión me domina
612266,Camino a la muerte
612306,Cazador de narcos
612307,"correcaminos , El"
613114,Un fin de semana de locos
613247,Qué bonito es querer
613267,Viva la risa 2
613347,"Grand Budapest Hotel, The"
613388,Inside The X-Files
613467,Havoc
613553,Hook
614426,Anywhere But Here
614530,French Film (2008)
614714,Lionheart
615006,"Botas de Avestruz, El"
615290,50 First Dates (2004)
615371,My Year Without Sex (2009)
615886,Karaoke - Miranda - Lo que siento por ti
615928,Ride Along
615968,Mean Guns
616086,"High School Musical, O Desafio (Brazil Version)"
616410,Step Brothers
617186,Nada es para siempre
617187,Ahogado el niño se tapa el pozo
617206,Una mala jugada
617246,Pistoleros de Río Bravo
617626,"Fault in Our Stars, The"
617635,Grown Ups (2010)
617663,Shuffle (2011)
617872,Under the Skin (2013)
617873,Bewitched (2005)
617920,Charlies Angels (2000)
618006,Tristram Shandy: A Cock and Bull Story
618288,"personajes de Matilde, Los"
618368,Almas Milagrosas
618386,Friends with Benefits (2011)
618389,"Angriest Man in Brooklyn, The"
618523,Click (2006)
618526,Camarofobia
618739,Almas Milagrosas - Santos Latinoamericanos
618767,"banda del Plebe, La"
618907,X-Men: Days of Future Past
619290,That Evening Sun
619482,Blended
619927,À Deriva (aka Adrift)
620050,"Ciego, cojo y loco"
620393,Volví a caer de mi nube
620426,Sunlight Jr.
620447,"Che, Part One"
620523,"Che, Part Two"
620569,Everybody Wants To Be Italian
620862,Fever Pitch
621672,Two Lovers
621718,"Edge of Tomorrow: Live, Die, Repeat"
621720,"Martha, Meet Frank, Daniel And Laurence (Aka The Very Thought Of You)"
621892,Mr. Jealousy
622008,"herencia del ranchero, La"
622176,Héroes verdaderos
622209,Matilda (1996)
622210,Paul Blart: Mall Cop
622228,Secretariat
622247,Khumba
622252,Talladega Nights: The Ballad of Ricky Bobby (2006)
623297,Captain America: The Winter Soldier
623308,Bears
623333,"Unborn, The"
623422,Men in Black II
623425,Nico the Unicorn
623430,Men in Black
623433,Owd Bob
623437,"Tourist, The (2010)"
623443,"Lucky Dragon, The"
623444,"mano de fierro, El"
623448,Black Eagle
623455,"Woodlanders, The"
623467,Welcome To Sarajevo
623513,"Perfect Age Of Rock n Roll, The"
623516,Priest (2011)
623517,"Adjustment Bureau, The"
623523,"Bella y el Bestia, La"
623528,Psycho (1960)
623556,Malditos imperdonables
623691,"Last House on the Left, The"
623767,"Haunted House 2, A"
623906,Aquí está Eraclio Bernal
623949,Por tu ingrato amor
623972,"cártel de Tepito, El"
624006,Maleficent
624066,Más lágrimas en mi barrio
624067,Mentes criminales
624107,"muerte del judicial, La"
624186,Ghost Rider (2007)
624206,Acuérdate de vivir
624226,Traición con traición se paga
624266,"Long Way Down, A"
624326,Oculus
624346,Mi fantasma y yo
624406,Heaven is for Real
624455,"Blue Lagoon, The"
624456,"Thin Red Line, The (1998)"
624526,Sniper: Legacy (aka Sniper 5)
624586,"Rey del secuestro, El"
624746,Estados catatónicos
625506,Patrón de patrones
626967,"halcón sangriento, El"
626988,Desperado
627054,"Texana 100 X Parte II, La"
627226,"Da Vinci Code, The"
627237,Puños de un chicano
627304,"mesera colombiana, La"
627326,"Se me arrugó de miedo, una venganza sin nombre"
627588,Chain Reaction
627792,Schindlers List
628467,"viuda de Chihuahua, La"
629266,"End of the Affair, The (1999)"
629626,3 Days to Kill
629806,Erin Brockovich (2000)
629846,"Adventures of Elmo In Grouchland, The"
630006,How to Train Your Dragon 2
630356,No Code Of Conduct
630695,Liar Liar
630794,Neighbors (aka Bad Neighbors)
630968,"Full Monty, The"
631546,"I, Frankenstein"
631746,Tammy
632606,Devils Knot
632668,Hear My Song
633106,Transformers: Age of Extinction
633186,Alien Lockdown (Aka Creature)
633188,"Badge, The"
633190,Beat
633374,One Chance
633386,Bent
633407,"Flintstones in Viva Rock Vegas, The"
633416,Secuestradores
633649,"Nut Job, The"
633989,Sex Tape
634247,Barbie and the Magic of Pegasus
634686,"Smurfs, The (2011)"
634746,Dawn of the Planet of the Apes
634772,Guardians of the Galaxy
635166,"Exorcist, The"
635206,Exorcist II: The Heretic
635246,Double Dragon
635726,Blast
635966,Gremlins
636187,Barbie and the Diamond Castle
636188,Barbie as the Island Princess
636190,Barbie in the 12 Dancing Princesses
636209,Barbie in the Nutcracker
636227,Sleepless in Seattle
636247,"Karate Kid, The (1984)"
636266,Stepmom
636427,"List, The"
636446,Mickeys Once Upon a Christmas
636786,Barbie in the Pink Shoes
636846,Fast Five (Aka Fast & Furious 5)
636866,"Karate Kid: Part II, The"
636886,My Best Friends Wedding
637186,Knight and Day
637206,As Good As It Gets
637617,"Best Intentions, The (aka Den Goda Viljan)"
637647,August Rush
637804,Hope Floats
637805,In Her Shoes
637823,Karaoke - Gerardo Ortiz - Amor confuso
638248,Paris Express (Aka: Coursier)
638326,Titus
638328,Purely Belter
638390,Le Divorce
638496,Shallow Hal (2001)
638526,Someone Like You
638786,Into the Storm
639446,¿Quién Mató a Pablo Escobar?
642175,Great Expectations
643127,Sor Alegría
643606,"Nightmare Before Christmas, The"
645186,"Maze Runner, The"
645927,Seraphim Falls
647646,Tom and Jerrys Giant Adventure
648086,"Stephen Kings, IT! (1990)"
648087,Tom and Jerry: Robin Hood and His Merry Mouse
648106,"Hundred-Foot Journey, The"
648586,Avatar (2009)
648606,22 Jump Street
648626,Deliver Us from Evil
648646,Libertador (aka The Liberator)
648667,What If
648707,Predestination
648806,Sabotage (2014)
650447,"Good Student, The (2006)"
651366,Gullivers Travels
651407,"Christmas Carol, A (2009)"
651867,"misma luna, La (aka Under The Same Moon)"
652066,Aunque me duela el alma
652106,Afternoon Delight
652326,Arma letal 5
652446,Con el poder de las manos
652506,"espinazo del diablo, El (aka The Devil`s Backbone)"
653747,Rudo y Cursi
654066,Casi Divas
658446,Amaury Gutiérrez: Directo Mío
658833,"Equalizer, The"
659906,Lucy
660006,Annabelle
660046,"Remaining, The"
660906,"Mickey, Donald, Goofy: The Three Musketeers"
662729,Karaoke - Cristian Castro - Lo mejor de mí
663522,Shrek the Third
663758,Justice League: Throne of Atlantis
663759,"Judge, The"
665546,Elsa & Fred
665826,Con todos menos conmigo
665866,"peor de mis desprecios, El"
666070,Karaoke - Elton John - Sacrifice
666081,Karaoke - Nirvana - Lithium
666090,Karaoke - The Cranberries - Zombie
666107,Karaoke - Luis Miguel - El día que me quieras
666197,Ciudadano Buelna
666198,"vueltas del Citrillo, Las"
666246,Chicogrande
666609,Royal Wedding
666741,Head Over Heels
666845,"diario de un sicario, El"
667154,"Last Song, The"
667646,Barneys Great Adventure
667647,Karaoke - Beyoncé - Single Ladies (Put a Ring on It)
667675,Karaoke - Luis Miguel - Uno
668556,"Farewell to Arms, A"
668591,"pedacito de cielo, Un"
668671,"rata, La"
668694,Arráncame la vida
669114,Penny Serenade
669342,Pasión y muerte en el puerto
669638,"Bizcocho del panadero, El"
669644,Gale Force
669952,Love and Other Drugs
670235,"Seducción y muerte (Aka Garras del vicio, Las)"
670496,Peleas salvajes
671172,Paddington
671232,"ángeles no tienen alas, Los"
671253,"comandos, Los"
672119,Earth to Echo
672499,Tinker Bell and the Legend of the Neverbeast
672855,Maten al Teniente
673035,Se me hizo agua la canoa
673038,Venganza en el barrio
673039,Venganza mortal
673072,Puchachas infieles
673076,"muerte de un valiente, La"
673172,Lola la taquera
673312,Misión venganza
673476,"Longest Yard, The (2005)"
673512,Big Hero 6
673892,"Hobbit, The: The Battle of the Five Armies"
674058,Interstellar
674601,Infestation
674671,Last Holiday (2006)
674745,"mural, El (Aka El Mural de Siqueiros)"
674772,Mean Girls 2
674811,"Vidas de Celia, Las"
674907,Loverboy
675056,Karaoke - Dove Cameron - Better In Stereo
675081,Cartagena (Aka Lhomme de chevet)
675086,"tortura, La"
675088,Memorial Day (2011)
675143,Sin dejar huella
675165,Karaoke - Soda Stereo - Cae el sol
675212,Fui suya y qué
675663,An American Crime
675672,"cueva del peludo, La (Aka Casa de señoritas 2)"
675812,Gian Marco - Entre tú y yo - En vivo desde el Lunario
676032,"River Wild, The"
676332,"Baile de San Juan, El"
676436,On Sessions: Jenny and The Mexicats
676532,Beautiful
676554,Prozac Nation
676612,"sonrisa del vagabundo, La (aka El milagro de San Judas Tadeo)"
676692,Velvet Goldmine
676854,Échate esta copa conmigo
677372,Everly
677452,Luna Escondida
677712,Narcos de Sinaloa (AKA Llanto por un bandido)
677792,"suerte de la fea la bonita no la desea, La"
677872,"Viaje de la Nonna, El"
677932,"Stranger in Paradise, A"
678093,Rage (aka Tokarev)
678192,"Flintstones and WWE, The: Stone Age Smackdown"
678597,Fury
678723,Te tocó bailar con la más fea
678779,Tres chilangos y un paisano
678805,Yo no pedí venir papá
678949,Tres Marías y un Don Juan
678955,Por si acaso vuelves a olvidarme
679036,Nomás una mujer
679140,On Sessions: La gusana ciega
679156,On Sessions: Golden Ganga
679172,Thunder and the House of Magic (aka The House of Magic)
679177,On Sessions: Wonderfox
679215,On Sessions: Uma Galera
679217,On Sessions: Un día de octubre
679254,Foxcatcher
679272,Beethoven (1992)
679312,Ouija (2014)
679392,"fuga del penal de Apatzingán, La"
679474,Karaoke - Eros Ramazzotti - Otra como tú
679483,Karaoke - Robert Palmer - Addicted to Love
679487,Karaoke - Soda Stereo - Canción animal
679494,Karaoke - Luis Miguel - Cuando calienta el sol
679515,Karaoke - Luis Miguel - Culpable o no
679534,Land of the Lost
679539,On Sessions: Las cafeteras
679556,"más viejas de mi casa, Las"
679728,On Sessions: Índigo
679918,On Sessions: Nicole
679920,Harry Potter and the Prisoner of Azkaban
679952,Bride Wars
679957,"rey de la playa, El"
679975,"Harry Potter and the Deathly Hollows, Part 1"
679976,Harry Potter and the Half-Blood Prince
679977,Historia de un amor
679984,Karaoke - Bob Marley - Buffalo Soldier
680052,"Last Station, The"
680145,Harry Potter and the Chamber of Secrets
680146,Harry Potter and the Goblet of Fire
680149,"Lord of the Rings, The: The Fellowship of the Ring"
680152,On Sessions: Él mató a un policía motorizado
680192,Harry Potter and the Order of the Phoenix
680212,"Hobbit, The: An Unexpected Journey"
680295,"Lord of the Rings, The: The Two Towers"
680574,Whiplash
680592,"Girl with the Dragon Tattoo, The (2011)"
680593,"Lord of the Rings, The: The Return of the King"
680594,Resident Evil: Damnation
680953,Recién casados
681314,Morras desmadrosas (aka 4 cholas desmadrosas)
681315,No me niegues cuando pregunten por mí
681395,Violación pena de muerte
681474,Hablando de mujeres y calzones
681475,Moneyball
681492,Violencia a mano armada
681572,Take Shelter
681712,Open Season 3
681832,Harry Potter and the Sorcerers Stone
681852,On Sessions: Bang Data
681853,On Sessions: Tremends
681952,"Harry Potter and the Deathly Hollows, Part 2"
681972,"Imitation Game, The"
682013,American Sniper
682116,Karaoke - Gloria Trevi - No querías lastimarme
682392,Annie (2014)
682593,Un abuelo de verdad
682664,Karaoke - La oreja de Van Gogh - La playa
682712,Karaoke - La Sirenita - Parte de él
682741,Pistoleros asesinos
683592,Karaoke - El jorobado de Notre Dame - Dios ayude a los marginados
684353,Jurassic Park
684392,Jurassic Park III
684482,"Música Segundo Tom Jobim, A"
684630,300
684655,Me dicen el mecha corta
684675,Calladita te ves más bonita
684676,Entre el poder y el deseo
684678,"Girl, Interrupted"
684697,Hoy no te toca morir
684698,"Piojosa, La"
684720,Y fue acá entre nos
684820,"Lost World, The: Jurassic Park"
684872,I Am Legend
684992,Kingsman: The Secret Service
685113,An Ideal Husband
685119,FairyTale: A True Story
685121,"Fea más buena, La"
685134,Ay que pena con el compadre
685135,Bandidas
685154,Fifty Shades of Grey
685155,Jane Eyre (1996)
685160,"otras viejas de mi compadre, Las"
685292,Karaoke - Gloria Trevi - Todos me miran
685458,Karaoke - Bob Marley - Redemption Song
685557,Underworld: Awakening
685558,Qué te ha dado esa hembra
685559,Un clavo saca otro clavo
685560,Una noche para recordar
685712,Still Alice
685893,Inception
685932,"Town, The"
685992,Mr. Turner
686518,"Metiche, La (2003)"
686812,Syriana (2005)
686872,"Matrix Reloaded, The"
686873,"Departed, The"
687332,"Last Samurai, The"
687493,"Matrix, The"
687512,Training Day
687652,Focus
687673,¿Por qué los hombres son infieles?
687830,Karaoke - Juan Magan - Ella no sigue modas
687880,Karaoke - Erasure - Oh Lamour
687890,Karaoke - Miguel Bosé Feat. Ximena Sariñana - Aire soy
687980,Karaoke - Beauty and the Beast - Beauty and the Beast
688092,calzón quitado; A
688212,Lethal Weapon
688312,Angel Dog
688352,Arthur Christmas
688360,"rubia y la morena 2, La"
688366,Yo soy la ley malandrines
688415,Ojete y pecador
688473,"mera reyna del sur, La"
688823,Strange Magic
689095,Kicking & Screaming
689395,Lethal Weapon 4
689432,Chappie
689472,Bring It On: All or Nothing
689753,Dragonball: Evolution
690052,"Land Before Time IX, The: Journey to the Big Water"
690694,Karaoke - Britney Spears ft. Madonna - Me Against the Music
691092,Ex_Machina
691192,Full Metal Jacket
691537,Run All Night
691652,"Shining, The"
691832,"Wedding Ringer, The"
691953,"Cobbler, The"
692292,Alice in Wonderland (1951)
692293,"Fox and the Hound, The"
692296,Taxi Driver
692312,Little Women (1994)
692395,Karaoke - Arcangel ft. Zion & Lennox - Diosa de los corazones
692397,Tres lancheros más picudos II
692398,"vengador, El (2001)"
692403,"Bugs Life, A"
692478,"Joneses, The"
692513,Sexo Com Amor?
692514,Hellboy (2004)
692515,Sliding Doors
692516,Robin Hood (1973)
692519,Instinto asesino 2
692525,Mars Needs Moms
692572,2001: A Space Odyssey
692692,"Sword in the Stone, The"
692697,"McFarland, USA"
692912,Leyendas: Chamín Correa
693034,Tinker Bell and the Great Fairy Rescue
693132,"Three Caballeros, The"
693153,Pound of Flesh
693353,"Age of Adeline, The"
694132,Marie Antoinette (2006 Feature)
694176,Angelitos negros
694177,A.T.M. ¡¡A Toda Máquina!!
694252,¡Arriba las mujeres!
694332,Furious 7 (Aka Fast & Furious 7)
694472,Race to Witch Mountain
694559,"Bandida, La"
694560,¡Así era Pedro Infante!
694563,¡¡¡Mátenme porque me muero!!!
694565,"Oveja negra, La"
694566,Pepe El Toro
694567,¡¿Qué te ha dado esa mujer?!
694572,Cuando lloran los valientes
694573,Escándalo de estrellas
694574,"Cucaracha, La"
694637,"Seminarista, El"
694685,¡Viva mi desgracia!
694779,"Mujer que yo perdí, La"
694793,¡Mexicanos al grito de guerra!
694794,No desearás la mujer de tu hijo
694795,"Mujeres de mi general, Las"
694812,Nosotros los pobres
694832,Wild Card (2015)
694952,"Hombre cine mexicano, El"
694972,"Islas Marías, Las"
695076,Paul Blart: Mall Cop 2
695154,"Ustedes, los ricos"
695155,"Tres Huastecos, Los"
695172,¡Los tres García!
695174,Tizoc (Amor Indio)
695192,¡Vuelven los García!...
695654,Beethovens Big Break
696332,Sucker Punch (2011)
696373,Dicen que soy mujeriego
696414,Curious George 2: Follow that Monkey
696472,Front Row Center - Moby
697056,Viva Villa
697779,Karaoke - Laura Pausini feat. Alejandro Sanz - Víveme
697894,Mad Max: Fury Road
698193,Ánimas Trujano
698194,¡Ay Jalisco.... no te rajes!
698195,¡Baile mi rey!...
698196,¡Ya tengo a mi hijo!
698197,¡Yerba sangrienta!
698212,¡¡Qué verde era mi padre!!
698252,Sherlock Holmes
698272,¡Qué lindo es Michoacán!
698373,Broken Horses
698392,Troy
698735,Así era Pancho Villa
698736,Hannah Montana: The Movie
698792,Clash of the Titans (2010)
698812,Sobre las olas
698892,Charlie and the Chocolate Factory
698932,"Hangover, The"
698972,Pacific Rim (2013)
698992,Happy Feet
698997,Monkey Kingdom
699314,Burdel
699316,Blanca Nieves y sus 7 amantes
699332,"agujero de enfrente, El"
699334,Cuernos debajo de la cama
699335,Del rancho a la televisión
699336,"Hombre de papel, El"
699339,"Ogro, El"
699340,Pancho Villa y la Valentina
699341,"Puerta y la mujer del carnicero, La"
699342,"Paquetes de Paquita, Los"
699343,Reclusorio III
699346,"Secreto del sacerdote, el"
699347,Somos del otro Laredo
699355,Cuando ¡Viva Villa! es la muerte
699356,Cupido pierde a Paquita
699357,Faltas a la moral
699360,Maldita ciudad
699361,Mi niño Tizoc
699364,Romance de fieras
699365,Solicito marido para engañar
699366,Tierra de hombres
699576,Eran 4 de a caballo
699632,"Good Year, A (2006)"
700156,Karaoke - The Cure - Friday Im in Love
700192,"Karaoke - Police, The - Every Little Thing She Does is Magic"
700195,Karaoke - Toy Story 3 - We Belong Together
701032,"Crazy, Stupid, Love"
701052,Sherlock Holmes: A Game of Shadows
701092,Caperucita y Pulgarcito contra los monstruos
701094,"Amor de María Isabel, El"
701096,"Waterboy, The"
701452,"Centauro Pancho Villa, El"
701453,Cruz de amor
701534,Selección Canina
701592,Hidalgo: La historia jamás contada
701692,Joshua
701693,Karaoke - Gloria Estefan - Hoy
701713,Se Eu Fosse Você 2
702493,Love Happens
703252,"Aborto, canto a la vida"
703351,"Cortado, El"
703380,"Caín, Abel y... el otro"
703396,Cada quién su vida
703400,"Chicas malas del padre Méndez, Las"
703412,"Cuatro dedos, El"
703416,Dos huerfanitas
703418,Fear
703559,"Autobúses del amor, Los"
703573,Abuso en el rancho
703627,Cuando corrió el alazán
703630,"Dengue del amor, El"
703632,Búsqueda implacable
703633,"Diario de mi madre, El"
703653,"Charro más naco... del Ejido, El"
703834,Karaoke - Shakira - No
703854,Karaoke - Ricky Martin - La Bomba
703855,"Karaoke - Shakira - Se quiere, se mata"
703922,Karaoke - Gloria Estefan - Mi tierra
703953,Casper
704112,Karaoke - Luis Miguel - Hasta que me olvides
704292,"Conjuring, The"
704312,Final Destination 5
704392,"Road, The"
704414,"Nightmare on Elm Street, A (2010)"
704932,Childs Play 2
704952,Psycho II
705112,"Omen, The"
705592,Tomorrowland
705612,Minions
705613,Poltergeist (2015)
705632,Dope
705652,"Rite, The"
705672,Rope
705732,Jurassic World
705772,San Andreas
705952,"Squid and the Whale, The"
705972,Sweeney Todd: The Demon Barber of Fleet Street
706132,Pans Labyrinth (2006)
706192,Orphan
706213,Warrior
706312,American Pie Presents: The Naked Mile
706392,Dragonball Z: Resurrection F
706512,"Legend of Zorro, The"
706972,Insidious: Chapter 3
707132,"Aviator, The (2004)"
707192,Hidden (2015)
707252,Rent (2005)
707332,"Caperucita roja, La"
707334,"Espadachines de la reina, Los"
707352,"Esquina, bajan¿!"
708157,Psycho III
708158,Resident Evil: Retribution
708592,"Vatican Tapes, The"
708692,"Buscona, La"
709051,Karaoke - Linkin Park - Burn it Down
709063,"Hijos de la calle, Los"
709097,Karaoke - Luis Miguel - Besame mucho
709160,Max (2015)
709219,Pixels
709254,Karaoke - Soda Stereo - Vita-Set
709259,"Fayuqueros de Tepito, Los"
709272,"Ídolo, El"
709274,Karaoke - Sie7e feat. Ziggy Marley - Mucha cosa buena
709276,Leyenda de un pistolero
709277,"Loco bronco, El"
709280,Erotikon
709292,Justicia ranchera
709301,¡Lo que no se puede perdonar!..
709302,Dos mujeres y un hombre
709307,"Gran premio, El"
709317,"Hija del payaso, La"
709354,"Great Gatsby, The (2013)"
709656,Monster House
709657,Total Recall (2012)
709658,21 Jump Street
709735,Karaoke - Violetta - Juntos somos más
709873,Mission: Impossible - Rogue Nation
710252,Gravity
710272,"Blind Side,The"
710292,Notes on a Scandal
710395,Mi caballo prieto rebelde
710692,Fantastic Four (2015)
710855,Mi canción eres tú
711013,Masajista de señoras (1971)
711032,"Locura del rock and roll, La"
711033,Mamá nos quita los novios
711052,"Martina, La"
711074,Pandilleras: Chavas banda
711132,María Isabel
711133,"Pequeña madrecita, La"
711134,Píntame angelitos blancos
711153,¡Prefiero a tu papá...!
711734,Mesrine - Lennemi public n°1 AKA Public Enemy part 2
711752,À Bout Portant AKA Point Blank
711954,Mesrine - Linstinct de mort AKA Public Enemy part 1
711992,Curious George 3: Back to the Jungle
712012,"Curious Case of Benjamin Button, The"
712173,"Guard, The"
712332,"Pecadoras, Las"
712352,México contra Estados Unidos
712355,Peluquero de señoras
712372,Noche de buitres
712393,Pedro el de Guadalajara (Asesinos del norte)
712413,Pandilleros: Olor a muerte 2
712433,"Bucket List, The"
713032,Invictus
713096,"Polar Express, The"
713175,"Man from U.N.C.L.E., The"
713214,Maze Runner: The Scorch Trials
713216,We Are Your Friends
713217,Pitch Perfect 2
713234,Banlieue 13 - Ultimatum
713317,Pawn Shop Chronicles
713356,Like Water: Anderson Silva
713359,Man of Steel
713467,"Iceman, The"
713470,Stolen
713532,"Largo Winch II AKA Burma Conspiracy, The"
713718,Karaoke - Il Divo - The Time of our Lives
713726,Karaoke - Pink - Try
713732,Karaoke - Andrés Calamaro - Cuando no estás
713733,Karaoke - Amaral - Te necesito
713738,Karaoke - Daddy Yankee Feat. Natalia G - La noche de los 2
713752,Karaoke - Avicii - Wake me up
713754,Karaoke - Cali y el Dandee - Gol - Mundial
713756,Karaoke - Cali y El Dandee - La playa
713766,Karaoke - Las Ketchup - Aserejé
713789,Karaoke - Rihanna - Russian Rulette
713792,Karaoke - Lady Gaga - Applause
713799,Karaoke - Romeo Santos - Propuesta indecente
713812,Karaoke - Starship - We Built this City
713847,"Sonrisa de la virgen, La"
713848,"Tigresa, La"
713897,Rubí
713898,Santo contra la mafia del vicio
713922,Tijuana caliente
713927,Valentín Armienta
713930,Venganza en el circo
713933,Una calle entre tú y yo
713938,24 horas de placer
713952,Vanessa
713953,"Momias de Guanajuato, Las"
714012,Valentines Day
714014,Vivir a todo dar
714833,Brake
714912,Star Wars: Episode IV - A New Hope
714935,Wrecked (2010)
714961,La Délicatesse
714962,Les petits mouchoirs aka Little White Lies
714986,So Undercover
714992,"Dark Knight, The"
714993,"Dark Knight Rises, The"
714994,Foster
715015,"Monk, The AKA Le Moine"
715172,About Cherry (AKA Cherry)
715292,Descent: Part 2; The
715312,"Manuale damore 3 (AKA Ages of Love, The)"
715313,"Longest Week, The"
715481,Karaoke - Pitbull - Bon Bon
715483,Karaoke - Ricardo Montaner - Me va a extrañar
715492,Hours
715498,Karaoke - Miley Cyrus - Wrecking Ball
715513,Karaoke - Aventura - Por un segundo
715523,Karaoke - Oasis - Supersonic
715524,Karaoke - Ricardo Montaner - La cima del cielo
715535,Karaoke - Jose Luis Perales - Te Quiero
715539,Karaoke - Selena Gomez - Who Says
715542,Karaoke - The Rolling Stones - Beast of Burden
715544,Now Is Good
715553,Karaoke - Enrique Iglesias ft. Marco Antonio Solís - El Perdedor
715559,Karaoke - Ricky Martin - Come With Me
715600,What Dreams May Come
715672,Hotel Transylvania 2
715711,"Martian, The"
715714,Tekken: A Man Called X aka Tekken 2: Kazuyas Revenge
715718,Karaoke - Frozen - Let it Go
715735,Karaoke - Zion y Lennox - La botella
715832,Vacation
715897,"Way Back, The"
715913,"Walk, The"
715953,"Oscuras primaveras, Las"
715977,Adriana del Río actriz
715978,Barroco
715979,Amor y sexo (Safo 63)
716015,Me and Earl and the Dying Girl
716019,Besito a papá
716021,Encuentro inesperado
716022,Caballo prieto azabache
716023,¡Ay palillo... no te rajes!
716040,Cásate y verás
716041,"Chamaca, La"
716042,"Apando, El"
716043,"Cama de piedra, La"
716047,"Pasajero diez mil, El"
716049,Relámpago I
716055,Anoche soñé contigo
716058,"Proceso de Cristo, El"
716060,"Gallo de oro, El"
716072,Ahí vienen los Argumedo
716073,Bala Perdida
716074,"Casa del rencor, La"
716076,"Corsario negro, El"
716084,"Pequeños privilegios, Los"
716094,Relámpago IV
716095,"Vividor, El"
716096,"Pandilla III, La"
716102,Batman Begins
716375,Ella es Ramona (aka Ramona y los escarabajos)
716381,Karaoke - Jesse y Joy - Llorar
716383,Anna Karenina (1997)
716385,Karaoke - Lady Gaga - Alejandro
716397,Karaoke - Marc Anthony - Vivir mi vida
716413,"Next Three Days, The"
716415,Karaoke - John Legend - All of Me
716416,Karaoke - Alkilados - Amor a primera vista
716432,Karaoke - Conchita Wurst - Rise Like a Phoenix
716456,Miss Nobody
716497,"Darjeeling Limited, The"
716513,Karaoke - Passenger - Let her Go
