ID_CLIENTE,ID_GRUPO,Score
16591302,540141,0.9268752932548524
16591302,779646,0.8917104005813599
16591302,532755,0.8403863906860352
16599486,591261,1.0
16599486,528880,0.8543119430541992
16599486,540564,0.8474687337875366
16614228,775661,0.6034135818481445
16614228,779019,0.5223489999771118
16614228,774379,0.5175777077674866
16624146,537594,0.4729800224304199
16624146,529943,0.4725822806358338
16624146,575230,0.4542244076728821
16674318,684678,1.0
16674318,754625,0.9839312434196472
16674318,531777,0.9479381442070008
16700118,591261,1.0
16700118,779019,0.944332242012024
16700118,673476,0.8427296876907349
16930734,678597,1.0
16930734,776575,0.8785237073898315
16930734,583866,0.8553035855293274
16953648,591261,1.0
16953648,526499,0.9223431944847108
16953648,530856,0.8999079465866089
17107062,779019,0.8057340383529663
17107062,778931,0.5918233394622803
17107062,775661,0.5589804649353027
17156076,591261,1.0
17156076,673476,0.9903850555419922
17156076,651366,0.8277932405471802
17475474,673476,0.7394753694534302
17475474,617635,0.5887292623519897
17475474,567645,0.5574910640716553
18134718,777630,0.8897680044174194
18134718,776575,0.7466325759887695
18134718,774622,0.7326902151107788
18357480,537020,0.8561299443244934
18357480,578568,0.8145170807838441
18357480,526499,0.8079421520233154
18646398,776575,0.9510695934295654
18646398,774379,0.86834716796875
18646398,776238,0.8261984586715698
19185528,543280,0.8636001348495483
19185528,528032,0.700849175453186
19185528,528329,0.6826464533805847
19281624,706213,0.8783248662948608
19281624,678597,0.8110081553459167
19281624,528354,0.7622231841087341
19361478,531775,0.8105745315551758
19361478,751062,0.8071407675743103
19361478,528832,0.6968942880630493
19542498,775661,0.8526763319969177
19542498,779019,0.6685963869094849
19542498,776575,0.6528686285018921
19596336,531777,0.8952540159225464
19596336,773998,0.8416574001312256
19596336,624006,0.8220445513725281
19687368,773998,0.6595237255096436
19687368,774093,0.5752939581871033
19687368,624006,0.5708521604537964
19957062,678597,0.8222042322158813
19957062,547929,0.607109785079956
19957062,754625,0.5553481578826904
20018598,648626,0.7308298349380493
20018598,578548,0.7009706497192383
20018598,578568,0.6995294690132141
20339730,776575,1.0000001192092896
20339730,777483,0.9953197240829468
20339730,777203,0.9853134155273438
20534130,775661,0.7157735824584961
20534130,778692,0.6836462020874023
20534130,688352,0.6658787131309509
20969016,528329,1.0
20969016,776291,0.9472547769546508
20969016,765049,0.925357222557068
21173184,678597,0.9059325456619264
21173184,543280,0.7847828865051271
21173184,530868,0.7434880137443542
21230568,678597,1.0
21230568,776781,0.8548372387886047
21230568,528424,0.8130900859832764
21590322,776238,1.0
21590322,776575,0.9494810104370116
21590322,776291,0.8183654546737671
21656832,770079,0.9323759078979492
21656832,540141,0.909802794456482
21656832,532755,0.8584293127059937
21694974,777339,0.5767463445663452
21694974,543280,0.5494720339775085
21694974,781107,0.5245620012283325
21713292,773631,1.0
21713292,542840,0.8195345401763916
21713292,749668,0.71014404296875
21784752,749668,1.0
21784752,777483,0.9988940358161926
21784752,776575,0.9841073155403136
21908736,775009,0.60307776927948
21908736,532755,0.5789116621017456
21908736,776435,0.5597074031829834
22386318,779019,1.0
22386318,779646,0.9509760737419128
22386318,776238,0.7993834614753723
22472562,648626,0.6374350786209106
22472562,744675,0.6335541009902954
22472562,542840,0.6237977743148804
22568268,754625,0.925670564174652
22568268,673476,0.8875777125358582
22568268,532755,0.8483248949050903
22627908,756618,0.986135721206665
22627908,541882,0.9793158769607544
22627908,565944,0.8977742195129395
22826676,754625,1.0
22826676,540141,0.8586484789848328
22826676,776238,0.7764634490013123
23006772,771808,1.0
23006772,771845,0.9653221368789672
23006772,771864,0.8948779106140137
23130558,624006,0.8095988035202026
23130558,623297,0.7328165769577026
23130558,754625,0.7115440368652344
23338872,678597,0.5383157730102539
23338872,744523,0.4509680271148682
23338872,775365,0.4399019479751587
23523804,775661,0.5951660871505737
23523804,779019,0.5240168571472168
23523804,776575,0.500228762626648
23595078,754625,0.915964424610138
23595078,526403,0.8849526643753052
23595078,526499,0.8739449977874756
23868354,779019,1.0
23868354,770079,0.9716727137565612
23868354,777630,0.9648118615150452
23889960,537020,0.8873488306999207
23889960,528032,0.8517686128616333
23889960,550062,0.714828610420227
23965668,744523,0.9918257594108582
23965668,540141,0.9735110998153688
23965668,591261,0.9619130492210388
24077856,754625,1.0
24077856,721882,0.8015447854995728
24077856,775013,0.7649198770523071
24126768,530240,0.929431974887848
24126768,538854,0.8413672447204591
24126768,583866,0.775482177734375
24381738,541882,1.0
24381738,774379,0.8820713758468628
24381738,749668,0.8782024383544922
24389364,779019,1.0
24389364,779646,0.8072112798690796
24389364,776575,0.72788405418396
24389388,542840,1.0
24389388,528362,0.8654435873031616
24389388,538854,0.8286362886428833
24421128,541882,0.8169069290161133
24421128,531751,0.7883942127227783
24421128,633407,0.7571683526039124
24453090,565944,0.627388060092926
24453090,529943,0.6168361902236938
24453090,678597,0.6041392683982849
24505104,530050,0.8039798736572266
24505104,543665,0.77411949634552
24505104,773631,0.7699562311172485
24663960,770079,0.9297659397125244
24663960,777339,0.6909881234169006
24663960,575230,0.6805212497711182
24684678,779646,0.8141183257102966
24684678,776575,0.7798590660095215
24684678,776238,0.752685010433197
24736410,624006,0.599353551864624
24736410,754625,0.5610446333885193
24736410,542840,0.5048180818557739
24747738,754625,0.9999998807907104
24747738,776291,0.920007586479187
24747738,547929,0.8811061382293701
25411470,673476,0.8528606295585632
25411470,545417,0.829569399356842
25411470,570079,0.738825798034668
25414476,777630,0.8805992603302002
25414476,774622,0.7331714630126953
25414476,776575,0.7202855348587036
25473756,776749,0.8760337829589844
25473756,648626,0.8465616703033447
25473756,721882,0.8142838478088379
25530750,528032,0.828701376914978
25530750,773998,0.7806425094604492
25530750,643606,0.7451017498970032
25627374,776435,1.0
25627374,623297,0.8919955492019653
