ID_GRUPO_ID,ID_GRUPO,Score
2422,713032,0.6747481822967529
2422,775934,0.6734614372253418
2166,764486,0.9999999403953552
2166,629626,0.8549241423606873
2166,533305,0.8523096442222595
2166,761314,0.8523095846176147
1132,633407,1.0000001192092896
1132,746596,0.903801679611206
1132,688352,0.7675946354866028
1132,565480,0.7611874341964722
279,534683,1.0
279,537943,0.9776830077171326
279,529566,0.9194515347480774
279,604891,0.8398677706718445
296,535604,1.000000238418579
296,746400,0.6765033006668091
296,527875,0.6751810312271118
296,688352,0.6537724733352661
61,528032,1.0
61,533256,0.8231356739997864
61,701092,0.6171525716781616
61,538137,0.5888660550117493
752,578548,0.9999999403953552
752,720480,0.6916306614875793
752,531156,0.6901625394821167
752,552406,0.6896573901176453
1088,624006,1.0
1088,587460,0.9864062666893005
1088,721890,0.9864053726196289
1088,771835,0.9864053130149841
1932,746538,1.0000001192092896
1932,673892,0.7681822776794434
1932,751322,0.7589383721351624
1932,713952,0.7581738233566284
2467,776291,1.0000001192092896
2467,712332,0.9909284710884094
2467,769440,0.9909283518791199
2467,549401,0.9675629138946533
60,527916,0.9999999403953552
60,624266,0.7437308430671692
60,552607,0.741463840007782
60,539181,0.7363427877426147
611,554222,0.9999999403953552
611,768523,0.760672390460968
611,544121,0.7548257112503052
611,703632,0.7381277680397034
2,526406,1.0
2,682712,0.7463632225990295
2,713766,0.6190764307975769
2,531750,0.5937815308570862
426,542336,1.0
426,776426,0.7657183408737183
426,679172,0.7108513116836548
426,758860,0.7063753604888916
2151,764137,1.0000001192092896
2151,775867,0.7893467545509338
2151,595224,0.7179551124572754
2151,776982,0.7081249356269836
2566,778692,0.9999998807907104
2566,778556,0.970943033695221
2566,613347,0.7596012949943542
2566,686872,0.7319930195808411
729,575230,1.0000001192092896
729,575440,0.7573742270469666
729,606966,0.7362987995147705
729,761491,0.7075754404067993
1960,749668,0.9999998807907104
1960,598774,0.992772102355957
1960,631546,0.85795658826828
1960,600241,0.7808071970939636
2470,776435,0.9999999403953552
2470,758323,0.7937168478965759
2470,699576,0.7909874320030212
2470,738543,0.7837894558906555
700,570941,0.9999998807907104
700,775294,0.7331702709197998
700,776575,0.7149206399917603
700,780676,0.6850928068161011
123,529561,1.0000001192092896
123,746800,0.7356582880020142
123,673892,0.7220858931541443
123,601805,0.6914273500442505
145,530050,0.9999998807907104
145,675165,0.967410683631897
145,779853,0.9180665612220764
145,541060,0.815628170967102
250,533111,1.0
250,528438,0.720893144607544
250,778532,0.6916228532791138
250,686518,0.6814218163490295
506,545417,1.0000001192092896
506,531193,0.7466284036636353
506,703400,0.7422957420349121
506,534822,0.7277612090110779
2002,754625,1.0
2002,610626,0.9929524064064026
2002,615886,0.9929524064064026
2002,713930,0.9929524064064026
2446,775558,0.9999998211860657
2446,698197,0.9860492944717407
2446,699356,0.9860491752624512
2446,773288,0.8248880505561829
2255,770079,1.0
2255,587181,0.9606817364692688
2255,768318,0.80999755859375
2255,610946,0.6511315107345581
1006,612146,0.9999997019767761
1006,530417,0.784990668296814
1006,611347,0.708801805973053
1006,715832,0.7042223811149597
2069,758209,1.0000001192092896
2069,679474,0.9834596514701843
2069,668556,0.9834596514701843
2069,771844,0.7497044801712036
2571,778931,0.9999999403953552
2571,705632,0.8100097179412842
2571,776854,0.8097490668296814
2571,645186,0.7161223888397217
2421,775013,0.9999999403953552
2421,776923,0.9927455186843872
2421,756288,0.9925092458724976
2421,543174,0.8489871621131897
870,600841,1.0000001192092896
870,606887,0.6715530157089233
870,675212,0.6715530157089233
870,779511,0.608468234539032
206,531751,0.9999998807907104
206,602309,0.9884923100471497
206,599582,0.9876758456230164
206,756421,0.840747594833374
1655,714992,0.9999998807907104
1655,692525,0.7124302387237549
1655,680146,0.6974421143531799
1655,758213,0.6823792457580566
2318,771843,0.9999997615814209
2318,771864,0.9508242607116699
2318,771845,0.931678831577301
2318,771808,0.9210984110832214
79,528361,1.0
79,623297,0.7372937798500061
79,607486,0.6855881214141846
79,780616,0.6285051703453064
1413,692293,0.9999998807907104
1413,535257,0.7838256359100342
1413,544447,0.740269660949707
1413,743976,0.7074711322784424
245,532884,0.9999997615814209
245,676854,0.6368302702903748
245,615006,0.63683021068573
245,576260,0.6040524840354919
227,532415,1.0
227,606847,0.9861924052238464
227,769532,0.9858162999153137
227,672499,0.7169925570487976
364,539626,1.0
364,767691,0.9839334487915039
364,720977,0.7695305943489075
364,717122,0.7614219784736633
1209,665866,1.0
1209,541484,0.9399177432060242
1209,721882,0.8611109852790833
1209,675056,0.8588768839836121
720,573820,0.9999999403953552
720,630968,0.860728919506073
720,530240,0.8056644797325134
720,679156,0.7693778872489929
2583,779183,1.0
2583,764000,0.815535843372345
2583,530465,0.7262832522392273
2583,778644,0.6829763650894165
1895,739994,1.0
1895,768568,0.8760616183280945
1895,712433,0.8760616183280945
1895,707132,0.8760614991188049
2455,775773,0.9999998807907104
2455,681475,0.7097311615943909
2455,717199,0.6914510726928711
2455,598700,0.6894370913505554
2652,780891,1.0
2652,712173,0.9400589466094971
2652,565767,0.7095767259597778
2652,545463,0.7040663957595825
12,526477,1.0000001192092896
12,562371,0.7275447845458984
12,528362,0.7078796625137329
12,680192,0.6612513065338135
2058,756618,1.0
2058,768429,0.9893447756767273
2058,768323,0.8345910310745239
2058,599582,0.8179754614830017
132,529847,1.0
132,776781,0.9014723300933838
132,709274,0.8912608027458191
132,711752,0.7603940367698669
558,549585,0.9999999403953552
558,630356,0.842667281627655
558,715714,0.7795189619064331
558,545462,0.7739425301551819
686,570079,1.0
686,779885,0.8211812973022461
686,627304,0.7705145478248596
686,757049,0.7056731581687927
1531,703632,1.0000001192092896
1531,554222,0.7381278276443481
1531,694567,0.6843194961547852
1531,529847,0.6830491423606873
68,528107,1.0000001192092896
68,532163,0.7978838086128235
68,777129,0.7569917440414429
68,703855,0.712587833404541
2419,775009,1.0
2419,610946,0.91927570104599
2419,563459,0.8776025176048279
2419,707352,0.7471885085105896
1829,722059,0.9999998807907104
1829,775661,0.7216432690620422
1829,528442,0.6840423345565796
1829,695076,0.6840421557426453
2608,779555,0.9999998211860657
2608,779308,0.6890403628349304
2608,722059,0.674876868724823
2608,777137,0.6699569821357727
419,541882,0.9999998807907104
419,570475,0.8024242520332336
419,650447,0.728435218334198
419,527223,0.6787099242210388
1202,660906,1.0
1202,763503,0.7614496350288391
1202,769935,0.7567645311355591
1202,636446,0.6946436762809753
2359,773165,1.0000001192092896
2359,618288,0.9913804531097412
2359,774898,0.8671684265136719
2359,530244,0.8400785326957703
2367,773412,1.0000001192092896
2367,763998,0.7182492017745972
2367,774096,0.7168512344360352
2367,633989,0.6942476630210876
179,531193,1.0000001192092896
179,703400,0.9905131459236145
179,549200,0.9823510050773621
179,569301,0.7773878574371338
1523,703400,1.0
1523,531193,0.9905131459236145
1523,549200,0.9859560132026672
1523,569301,0.7684770226478577
2182,768039,1.0000001192092896
2182,570844,0.8101733326911926
2182,685134,0.7202988862991333
2182,751234,0.7131509184837341
2275,770656,0.9999998807907104
2275,724200,0.8120149970054626
2275,721882,0.7901430726051331
2275,675056,0.7747451663017273
1922,746014,1.0
1922,709276,0.9000154137611389
1922,609766,0.8062936663627625
1922,600601,0.7378396391868591
62,528036,0.9999998807907104
62,703953,0.5814961791038513
62,770284,0.5766909718513489
62,532422,0.5593135356903076
962,608427,0.9999999403953552
962,780299,0.9775288701057434
962,713467,0.9256026744842529
962,720113,0.8985956311225891
450,543280,1.0
450,779885,0.7425505518913269
450,768254,0.6470538377761841
450,531750,0.6241360902786255
2575,779019,1.0
2575,715312,0.9915748238563538
2575,526483,0.7622537016868591
2575,705632,0.7385270595550537
25,526591,1.0
25,779163,0.7995908260345459
25,693034,0.7678267955780029
25,667646,0.6893821358680725
719,573720,1.0
719,533208,0.9851037859916687
719,710692,0.9851037263870239
719,578506,0.8635388612747192
1337,681952,1.0
1337,681832,0.8713134527206421
1337,680146,0.8626444339752197
1337,778532,0.8606271743774414
1874,732552,0.9999999403953552
1874,531204,0.952633798122406
1874,715539,0.8445231914520264
1874,634746,0.7138067483901978
2145,763826,1.0000001192092896
2145,721462,0.7832071185112
2145,537127,0.7213547229766846
2145,562362,0.7126047015190125
2387,774103,0.9999999403953552
2387,768568,0.9524620175361633
2387,712433,0.9524620175361633
2387,529947,0.9524620175361633
114,529165,0.9999999403953552
114,779421,0.7098720669746399
114,758856,0.699686586856842
114,529054,0.6987044215202332
2168,765049,0.9999998211860657
2168,680152,0.9910775423049927
2168,609557,0.8904866576194763
2168,537930,0.7662423253059387
2518,777630,1.0
2518,761249,0.8620263338088989
2518,684872,0.8171454668045044
2518,624326,0.7895092368125916
2130,762442,1.0
2130,541045,0.7698568105697632
2130,717711,0.6653050780296326
2130,775942,0.6560880541801453
1910,744673,0.9999999403953552
1910,541606,0.9930983781814575
1910,547918,0.9928508400917053
1910,703834,0.9925737977027893
1844,724179,1.0
1844,533226,0.988978922367096
1844,607558,0.8450068235397339
1844,724158,0.8362911343574524
2430,775313,0.9999998807907104
2430,769284,0.7147009372711182
2430,775505,0.6919646263122559
2430,591562,0.6820808053016663
2385,774093,1.0000001192092896
2385,693153,0.9944233894348145
2385,774812,0.9943469166755676
2385,713733,0.9941017031669617
30,526702,1.0
30,761820,0.9784072041511536
30,781242,0.7162213325500488
30,583748,0.6899099946022034
2123,761820,0.9999998807907104
2123,526702,0.9784072041511536
2123,781242,0.7268373370170593
2123,749796,0.7147474884986877
1520,702493,0.9999999403953552
1520,540268,0.7180649042129517
1520,718923,0.7164837718009949
1520,721944,0.6798033118247986
2381,773998,1.0
2381,772642,0.992590069770813
2381,541043,0.9922967553138733
2381,751650,0.7809843420982361
108,529124,1.0
108,738543,0.8358163237571716
108,715544,0.7524088025093079
108,751322,0.7071013450622559
1315,680145,1.0000001192092896
1315,679920,0.9307991862297058
1315,698792,0.9105665683746338
1315,680146,0.8821216821670532
1902,743523,1.0
1902,775553,0.9953905940055847
1902,710252,0.7328492403030396
1902,531233,0.7167644500732422
2468,776413,1.0
2468,772705,0.8115193247795105
2468,562456,0.7736841440200806
2468,713953,0.7736840844154358
2485,776786,1.0000001192092896
2485,541057,0.7902871966362
2485,698992,0.7388606071472168
2485,688823,0.734417200088501
229,532420,1.0
229,597722,0.9878514409065247
229,716381,0.9878514409065247
229,588821,0.987496554851532
315,537020,1.0000001192092896
315,532817,0.9842581748962402
315,717202,0.9842581152915955
315,547742,0.6953686475753784
681,568301,0.9999998807907104
681,776453,0.7885918617248535
681,692296,0.7857305407524109
681,563320,0.744331419467926
2420,775010,0.9999999403953552
2420,663759,0.848180890083313
2420,694795,0.848180890083313
2420,694567,0.7455979585647583
2472,776453,1.0
2472,666845,0.8287354111671448
2472,568301,0.7885918021202087
2472,608055,0.7293370366096497
1468,696472,0.9999998807907104
1468,562884,0.7730262279510498
1468,718314,0.7420006990432739
1468,533943,0.7247334718704224
2425,775226,0.9999998807907104
2425,549700,0.8675748109817505
2425,773175,0.8484156131744385
2425,759393,0.8484155535697937
2448,775642,0.9999998211860657
2448,534666,0.9929134845733643
2448,780016,0.8412917256355286
2448,764413,0.8355565667152405
18,526499,0.9999999403953552
18,761092,0.9158346652984619
18,567193,0.9010514616966248
18,759124,0.8105799555778503
1485,698992,1.0000001192092896
1485,776786,0.7388606071472168
1485,528783,0.7050565481185913
1485,539922,0.6797459721565247
224,532292,1.0000001192092896
224,529164,0.718608021736145
224,692514,0.7076355814933777
224,550142,0.6460458636283875
683,569281,1.0000001192092896
683,780521,0.7261605262756348
683,685560,0.6990670561790466
683,758323,0.6874592900276184
1410,691832,1.0
1410,721968,0.9921573996543884
1410,541014,0.8950265645980835
1410,755354,0.7769547700881958
1422,692514,0.9999998807907104
1422,529450,0.719438910484314
1422,627226,0.7167502045631409
1422,561120,0.7163470983505249
1082,623517,0.9999999403953552
1082,679272,0.7683624029159546
1082,607326,0.7158749103546143
1082,531193,0.6769837737083435
109,529128,1.0
109,534986,0.9558180570602417
109,583519,0.9558180570602417
109,746659,0.9558179974555969
454,543316,1.0
454,673076,0.9427311420440674
454,758247,0.9350618124008179
454,716040,0.9350115060806274
716,573360,0.9999998807907104
716,526981,0.9185581207275391
716,540269,0.8159714937210083
716,526466,0.6825084686279297
1168,638496,0.9999998807907104
1168,635166,0.8645237684249878
1168,676032,0.7240938544273376
1168,618386,0.7186140418052673
2092,759371,1.0
2092,573304,0.9908547401428223
2092,624186,0.7715352177619934
2092,529053,0.7203264236450195
2353,772999,1.0000001192092896
2353,531701,0.99543297290802
2353,620569,0.7570697069168091
2353,537101,0.7487372756004333
2374,773631,1.0
2374,533121,0.994610071182251
2374,729644,0.9940264225006104
2374,527422,0.9870870113372803
2433,775365,1.0
2433,714994,0.7059807181358337
2433,732338,0.6888605356216431
2433,768358,0.6797505617141724
344,538323,0.9999998807907104
344,682116,0.9886741638183594
344,709097,0.9886741042137146
344,543601,0.8281463384628296
2348,772898,0.9999998807907104
2348,613467,0.9882318377494812
2348,623297,0.7303605079650879
2348,758323,0.7065801024436951
1996,753966,0.9999999403953552
1996,615968,0.718302309513092
1996,591865,0.7171105146408081
1996,777700,0.7070273160934448
2659,781107,0.9999998807907104
2659,542014,0.992339551448822
2659,543075,0.8271700739860535
2659,781054,0.8054051399230957
322,537594,1.0
322,529165,0.6763914227485657
322,779421,0.6698020100593567
322,692519,0.6609377264976501
2512,777301,1.0
2512,777181,0.9925894141197205
2512,761661,0.9665340185165405
2512,705632,0.8154498338699341
1651,714935,1.0
1651,609552,0.8007660508155823
1651,681852,0.7667854428291321
1651,754641,0.7479978799819946
1152,636446,0.9999999403953552
1152,763503,0.7868143320083618
1152,553781,0.7770582437515259
1152,660906,0.6946436762809753
515,546060,1.0000001192092896
515,586862,0.8535293340682983
515,694972,0.7533982396125793
515,677932,0.7391271591186523
259,533260,1.0
259,711992,0.8195427060127258
259,700195,0.8158460855484009
259,550142,0.8060368299484253
1753,718196,1.0
1753,716043,0.9396476149559021
1753,623430,0.8074684739112854
1753,597220,0.7863844037055969
21,526515,1.0000001192092896
21,570524,0.9466322660446167
21,607547,0.8161987066268921
21,529600,0.7842784523963928
80,528362,1.0
80,605515,0.8588634133338928
80,591620,0.8212900161743164
80,663522,0.7502049803733826
105,529054,1.0000001192092896
105,647646,0.7769575715065002
105,629846,0.7659511566162109
105,769767,0.7497237920761108
166,530856,0.9999998807907104
166,578524,0.9915987849235535
166,526422,0.8479471206665039
166,772262,0.8311282396316528
265,533812,1.0
265,528424,0.6915702819824219
265,561900,0.671248197555542
265,774957,0.6488257646560669
355,539181,1.0
355,694685,0.7395688891410828
355,527916,0.7363427877426147
355,623513,0.7207755446434021
468,543540,1.0
468,715015,0.8444360494613647
468,606868,0.8038374781608582
468,548780,0.774642825126648
815,591865,1.0
815,591801,0.9325799345970154
815,549541,0.9325429201126099
815,593440,0.7760552763938904
872,600864,1.0
872,684678,0.7102988958358765
872,692403,0.6847023367881775
872,767730,0.6816024780273438
875,601001,0.9999999403953552
875,561120,0.7581372261047363
875,530225,0.67110675573349
875,767708,0.6618596911430359
914,606868,0.9999999403953552
914,543540,0.8038374781608582
914,548780,0.7493237257003784
914,591865,0.7268117070198059
1175,645927,1.0000001192092896
1175,715015,0.8850396871566772
1175,543540,0.7700651288032532
1175,681712,0.7163113951683044
1393,688352,0.9999998807907104
1393,529001,0.9880114197731018
1393,755439,0.9875912666320801
1393,779681,0.8371418714523315
1419,692403,1.0
1419,721243,0.9860115647315979
1419,535257,0.7808672785758972
1419,769234,0.7401596903800964
1546,705112,0.9999998211860657
1546,769985,0.781496524810791
1546,543649,0.7014886736869812
1546,645927,0.6885768175125122
1658,715015,0.9999998211860657
1658,645927,0.885039746761322
1658,543540,0.8444361090660095
1658,681712,0.7204195261001587
1921,745979,1.0000001192092896
1921,699335,0.9801251888275146
1921,758281,0.9801250100135803
1921,567397,0.7996803522109985
2059,756626,0.9999998807907104
2059,553781,0.7731583118438721
2059,528229,0.7137987017631531
2059,526474,0.7019630670547485
2250,769935,1.0
2250,660906,0.7567645311355591
2250,548780,0.7035456299781799
2250,543540,0.7011746764183044
2379,773961,1.0
2379,770088,0.9911221265792847
2379,584700,0.7427197098731995
2379,676554,0.731481671333313
768,583866,0.9999999403953552
768,701592,0.7896000146865845
768,529120,0.6962306499481201
768,528424,0.6690537333488464
2393,774599,1.0
2393,716432,0.9879280924797058
2393,666081,0.970863938331604
2393,770284,0.6683779954910278
1707,716375,0.9999998807907104
1707,775522,0.7987725734710693
1707,758189,0.7442315816879272
1707,774707,0.7122877836227417
2570,778930,0.9999998807907104
2570,778657,0.7332746386528015
2570,541142,0.6817415952682495
2570,535280,0.6703402996063232
1578,709219,0.9999998807907104
1578,600721,0.725976824760437
1578,562760,0.7248367071151733
1578,746838,0.6997587084770203
0,526402,1.0
0,547120,0.7210166454315186
0,772923,0.7134531140327454
0,764439,0.6907311677932739
1067,623297,1.0000001192092896
1067,528361,0.7372937798500061
1067,772898,0.7303605079650879
1067,613467,0.7178764939308167
53,527904,1.0
53,591720,0.7685518264770508
53,527212,0.7676491141319275
53,773617,0.7403014302253723
212,531777,1.0
212,692515,0.778861403465271
212,773165,0.7742573022842407
212,774898,0.7648521661758423
1436,694176,0.9999999403953552
1436,759047,0.8585983514785767
1436,768909,0.8559114933013916
1436,777183,0.854675829410553
39,527212,1.0
39,527904,0.7676491141319275
39,528329,0.6508122682571411
39,547595,0.6070225834846497
422,542104,1.0000001192092896
422,529165,0.6270091533660889
422,541057,0.6103931665420532
422,541540,0.5988162159919739
523,547260,0.9999998807907104
523,769284,0.7486769556999207
523,574025,0.7069448828697205
523,530934,0.6794920563697815
2469,776426,0.9999999403953552
2469,679172,0.7684897780418396
2469,756654,0.7659700512886047
2469,594326,0.7658334970474243
496,544438,1.0
496,715535,0.9468135833740234
496,608327,0.9468134045600891
496,548600,0.7977238893508911
510,545462,1.0000001192092896
510,549585,0.7739425301551819
510,527912,0.7589283585548401
510,701094,0.7298489212989807
2038,756381,0.9999998211860657
2038,595224,0.9872719645500183
2038,776982,0.9872080683708191
2038,727980,0.7421619296073914
2431,775337,1.0000001192092896
2431,769107,0.8515954613685608
2431,550380,0.8084866404533386
2431,699576,0.7488768100738525
376,540269,0.9999999403953552
376,573360,0.8159714937210083
376,746596,0.8108576536178589
376,535280,0.7587779760360718
1040,618386,1.0
1040,685932,0.9900600910186768
1040,756378,0.7774609923362732
1040,756354,0.7774609923362732
158,530557,1.0000001192092896
158,721017,0.9894941449165344
158,565481,0.7899234890937805
158,528043,0.7136616110801697
563,549761,1.0000001192092896
563,567397,0.7693873643875122
563,701534,0.725277304649353
563,749741,0.648554801940918
615,554640,0.9999998807907104
615,638328,0.7380330562591553
615,724178,0.7114219665527344
615,603593,0.6961278319358826
679,567645,1.0000001192092896
679,679515,0.9896223545074463
679,748921,0.9896208643913269
679,617635,0.8028875589370728
774,585360,1.0000001192092896
774,547598,0.7416099905967712
774,681572,0.723484218120575
774,771828,0.7234605550765991
2380,773977,1.0
2380,573300,0.6803246140480042
2380,547340,0.6628140211105347
2380,591562,0.6557477116584778
2391,774379,1.0000001192092896
2391,775864,0.8342770338058472
2391,530864,0.8014499545097351
2391,778691,0.7898483872413635
833,595270,1.0000001192092896
833,692692,0.8122307658195496
833,716073,0.7313562035560608
833,548600,0.7240453958511353
836,595683,1.0
836,547120,0.7889701724052429
836,772923,0.7867105007171631
836,780616,0.7008042931556702
1314,680052,0.9999999403953552
1314,608148,0.8202292323112488
1314,543420,0.8197363018989563
1314,764443,0.8197363018989563
103,529048,1.000000238418579
103,673512,0.9654994606971741
103,648087,0.9654994606971741
103,769932,0.9635103344917297
1194,652506,0.9999998807907104
1194,679312,0.9918546080589294
1194,543406,0.9159342646598816
1194,611209,0.8127478361129761
1249,674058,0.9999998807907104
1249,717245,0.7542836666107178
1249,680295,0.7324890494346619
1249,573530,0.7045745849609375
2026,756320,1.0000001192092896
2026,776889,0.6886914372444153
2026,611347,0.677295446395874
2026,533225,0.6694799065589905
431,542840,0.9999998807907104
431,698735,0.7261610627174377
431,719513,0.687894880771637
431,565765,0.6858387589454651
1316,680146,1.0000001192092896
1316,680192,0.9367036819458008
1316,679976,0.9323700070381165
1316,681832,0.9041210412979126
1334,681832,1.0000001192092896
1334,679976,0.9045315980911255
1334,680146,0.9041210412979126
1334,679975,0.8886573314666748
1349,684482,1.0000001192092896
1349,532411,0.7079724073410034
1349,617635,0.6700918078422546
1349,567645,0.6548422574996948
2573,778986,1.0000001192092896
2573,715513,0.7990755438804626
2573,540562,0.7623158097267151
2573,772342,0.7320976257324219
2452,775721,1.0000001192092896
2452,706132,0.8862500786781311
2452,779426,0.86770099401474
2452,775042,0.821530818939209
318,537089,1.0
318,535695,0.7776637077331543
318,543785,0.7605692744255066
318,751062,0.7231525778770447
395,540710,1.0
395,538265,0.8963297009468079
395,756429,0.7763065099716187
395,526474,0.7743783593177795
809,591806,1.0
809,756401,0.7201898097991943
809,744673,0.7062812447547913
809,755385,0.7036046385765076
1083,623528,0.9999999403953552
1083,608055,0.7656932473182678
1083,538265,0.7473708391189575
1083,540710,0.7403076887130737
1545,704952,1.0000001192092896
1545,538265,0.7555112838745117
1545,578102,0.7103655934333801
1545,550406,0.7000454664230347
1654,714986,0.9999998807907104
1654,716015,0.9906696677207947
1654,750143,0.6877729892730713
1654,776818,0.6838579177856445
1837,724139,1.0000001192092896
1837,611221,0.9910357594490051
1837,608946,0.9910357594490051
1837,716060,0.9825003147125244
1158,637206,0.9999999403953552
1158,620426,0.7855587601661682
1158,537038,0.773047149181366
1158,623455,0.7670487761497498
2143,763823,1.0000001192092896
2143,776889,0.769281268119812
2143,538340,0.7555358409881592
2143,749796,0.7416647672653198
654,562760,0.9999998807907104
654,600721,0.9899201989173889
654,732338,0.7660905718803406
654,780478,0.7418186664581299
70,528109,1.0
70,624746,0.9880148768424988
70,779853,0.9358396530151367
70,591920,0.8529896140098572
1873,732498,0.9999998807907104
1873,617246,0.976144552230835
1873,545961,0.800593912601471
1873,738778,0.7295379638671875
2506,777203,1.000000238418579
2506,607049,0.9883877635002136
2506,699365,0.9881924986839294
2506,724139,0.7284649610519409
169,530875,1.0000001192092896
169,780521,0.7823094129562378
169,764481,0.7515320181846619
169,756447,0.7490875124931335
887,602910,1.0000001192092896
887,780288,0.8843067288398743
887,681474,0.8828552961349487
887,552461,0.8769887089729309
1246,673476,1.0
1246,607530,0.9886125326156616
1246,771762,0.7142314910888672
1246,576820,0.6895551085472107
1482,698892,0.9999998807907104
1482,758213,0.8495590090751648
1482,692516,0.7901148796081543
1482,531198,0.7806436419487
1893,739858,1.0
1893,753200,0.6950512528419495
1893,749963,0.6839051246643066
1893,540412,0.6534702777862549
2612,779622,0.9999998807907104
2612,780952,0.8384031653404236
2612,774622,0.8325654864311218
2612,549700,0.8061274290084839
151,530240,1.0000001192092896
151,573820,0.8056644797325134
151,538854,0.754775881767273
151,630968,0.7440200448036194
669,565901,0.9999998807907104
669,685458,0.757803738117218
669,703632,0.6804046630859375
669,711752,0.6733898520469666
263,533645,0.9999997615814209
263,717048,0.9080708622932434
263,526454,0.7310097813606262
263,781060,0.7219457030296326
411,541484,1.0
411,665866,0.9399177432060242
411,715492,0.732593834400177
411,721882,0.72998046875
1946,747183,1.0
1946,574540,0.7660333514213562
1946,676692,0.7187923192977905
1946,530601,0.7141920328140259
2098,759781,1.0000001192092896
2098,678955,0.9561563730239868
2098,681474,0.9551644921302795
