ID_CLIENTE_ID,ID_GRUPO,Score
0,540141,0.9268752932548523
0,779646,0.8917104005813599
0,532755,0.8403863906860352
1,591261,1.0
1,528880,0.8543119430541992
1,540564,0.8474687337875366
2,775661,0.6034135818481445
2,779019,0.5223489999771118
2,774379,0.5175777077674866
3,537594,0.4729800224304199
3,529943,0.47258228063583374
3,575230,0.4542244076728821
4,684678,1.0
4,754625,0.9839312434196472
4,531777,0.9479381442070007
5,591261,1.0
5,779019,0.9443322420120239
5,673476,0.8427296876907349
6,678597,1.0
6,776575,0.8785237073898315
6,583866,0.8553035855293274
7,591261,1.0
7,526499,0.9223431944847107
7,530856,0.8999079465866089
8,779019,0.8057340383529663
8,778931,0.5918233394622803
8,775661,0.5589804649353027
9,591261,1.0
9,673476,0.9903850555419922
9,651366,0.8277932405471802
10,673476,0.7394753694534302
10,617635,0.5887292623519897
10,567645,0.5574910640716553
11,777630,0.8897680044174194
11,776575,0.7466325759887695
11,774622,0.7326902151107788
12,537020,0.8561299443244934
12,578568,0.814517080783844
12,526499,0.8079421520233154
13,776575,0.9510695934295654
13,774379,0.86834716796875
13,776238,0.8261984586715698
14,543280,0.8636001348495483
14,528032,0.700849175453186
14,528329,0.6826464533805847
15,706213,0.8783248662948608
15,678597,0.8110081553459167
15,528354,0.7622231841087341
16,531775,0.8105745315551758
16,751062,0.8071407675743103
16,528832,0.6968942880630493
17,775661,0.8526763319969177
17,779019,0.6685963869094849
17,776575,0.6528686285018921
18,531777,0.8952540159225464
18,773998,0.8416574001312256
18,624006,0.8220445513725281
19,773998,0.6595237255096436
19,774093,0.5752939581871033
19,624006,0.5708521604537964
20,678597,0.8222042322158813
20,547929,0.607109785079956
20,754625,0.5553481578826904
21,648626,0.7308298349380493
21,578548,0.7009706497192383
21,578568,0.6995294690132141
22,776575,1.0000001192092896
22,777483,0.9953197240829468
22,777203,0.9853134155273438
23,775661,0.7157735824584961
23,778692,0.6836462020874023
23,688352,0.6658787131309509
24,528329,1.0
24,776291,0.9472547769546509
24,765049,0.9253572225570679
25,678597,0.9059325456619263
25,543280,0.784782886505127
25,530868,0.7434880137443542
26,678597,1.0
26,776781,0.8548372387886047
26,528424,0.8130900859832764
27,776238,1.0
27,776575,0.9494810104370117
27,776291,0.8183654546737671
28,770079,0.9323759078979492
28,540141,0.9098027944564819
28,532755,0.8584293127059937
29,777339,0.5767463445663452
29,543280,0.5494720339775085
29,781107,0.5245620012283325
30,773631,1.0
30,542840,0.8195345401763916
30,749668,0.71014404296875
31,749668,1.0
31,777483,0.9988940358161926
31,776575,0.9841073155403137
32,775009,0.60307776927948
32,532755,0.5789116621017456
32,776435,0.5597074031829834
33,779019,1.0
33,779646,0.9509760737419128
33,776238,0.7993834614753723
34,648626,0.6374350786209106
34,744675,0.6335541009902954
34,542840,0.6237977743148804
35,754625,0.9256705641746521
35,673476,0.8875777125358582
35,532755,0.8483248949050903
36,756618,0.986135721206665
36,541882,0.9793158769607544
36,565944,0.8977742195129395
37,754625,1.0
37,540141,0.8586484789848328
37,776238,0.7764634490013123
38,771808,1.0
38,771845,0.9653221368789673
38,771864,0.8948779106140137
39,624006,0.8095988035202026
39,623297,0.7328165769577026
39,754625,0.7115440368652344
40,678597,0.5383157730102539
40,744523,0.45096802711486816
40,775365,0.4399019479751587
41,775661,0.5951660871505737
41,779019,0.5240168571472168
41,776575,0.500228762626648
42,754625,0.9159644246101379
42,526403,0.8849526643753052
42,526499,0.8739449977874756
43,779019,1.0
43,770079,0.9716727137565613
43,777630,0.9648118615150452
44,537020,0.8873488306999207
44,528032,0.8517686128616333
44,550062,0.714828610420227
45,744523,0.9918257594108582
45,540141,0.9735110998153687
45,591261,0.9619130492210388
46,754625,1.0
46,721882,0.8015447854995728
46,775013,0.7649198770523071
47,530240,0.9294319748878479
47,538854,0.841367244720459
47,583866,0.775482177734375
48,541882,1.0
48,774379,0.8820713758468628
48,749668,0.8782024383544922
49,779019,1.0
49,779646,0.8072112798690796
49,776575,0.72788405418396
50,542840,1.0
50,528362,0.8654435873031616
50,538854,0.8286362886428833
51,541882,0.8169069290161133
51,531751,0.7883942127227783
51,633407,0.7571683526039124
52,565944,0.627388060092926
52,529943,0.6168361902236938
52,678597,0.6041392683982849
53,530050,0.8039798736572266
53,543665,0.77411949634552
53,773631,0.7699562311172485
54,770079,0.9297659397125244
54,777339,0.6909881234169006
54,575230,0.6805212497711182
55,779646,0.8141183257102966
55,776575,0.7798590660095215
55,776238,0.752685010433197
56,624006,0.599353551864624
56,754625,0.5610446333885193
56,542840,0.5048180818557739
57,754625,0.9999998807907104
57,776291,0.920007586479187
57,547929,0.8811061382293701
58,673476,0.8528606295585632
58,545417,0.829569399356842
58,570079,0.738825798034668
59,777630,0.8805992603302002
59,774622,0.7331714630126953
59,776575,0.7202855348587036
60,776749,0.8760337829589844
60,648626,0.8465616703033447
60,721882,0.8142838478088379
61,528032,0.828701376914978
61,773998,0.7806425094604492
61,643606,0.7451017498970032
62,776435,1.0
62,623297,0.8919955492019653
62,648626,0.8875889182090759
63,776575,0.6901236176490784
63,776238,0.666400134563446
63,567645,0.6557808518409729
64,532755,0.817634105682373
64,562362,0.7947146892547607
64,777630,0.7702214121818542
65,779019,0.8057090044021606
65,778931,0.5917643308639526
65,775661,0.5590158104896545
66,775661,0.8579798936843872
66,776238,0.856484055519104
66,774379,0.7731713056564331
67,537594,0.8311280012130737
67,526406,0.7748233079910278
67,643606,0.7647556662559509
68,754625,0.8383978605270386
68,744523,0.827326774597168
68,528032,0.7773566246032715
69,538854,0.6979131698608398
69,775661,0.6518720388412476
69,779019,0.6104865074157715
70,530557,1.0
70,678597,0.9716297388076782
70,623297,0.9681133031845093
71,624006,0.753266453742981
71,774093,0.738871693611145
71,528354,0.6848230957984924
72,724138,1.0
72,531777,0.9440237879753113
72,570844,0.9409053325653076
73,530050,1.0
73,528354,0.9432271122932434
73,528109,0.8903388381004333
74,776238,0.9510907530784607
74,705592,0.9190268516540527
74,776575,0.822237491607666
75,776238,1.0000001192092896
75,591261,0.8405642509460449
75,751062,0.7683448791503906
76,777630,0.8846864700317383
76,774622,0.7308064699172974
76,776575,0.7283985614776611
77,775661,0.6026685237884521
77,779019,0.524139404296875
77,774379,0.5166237354278564
78,540141,0.7501956820487976
78,776291,0.7491769194602966
78,781107,0.7214435338973999
79,573720,0.9605343341827393
79,776426,0.9401473999023438
79,601001,0.9361646175384521
80,531777,0.9170962572097778
80,774379,0.8883543014526367
80,528044,0.8848972320556641
81,775661,0.6009618639945984
81,779019,0.5237752199172974
81,774379,0.5167587995529175
82,543280,0.9643635153770447
82,531775,0.8995270133018494
82,705592,0.8603982329368591
83,776575,0.9999999403953552
83,776238,0.8085363507270813
83,779019,0.7721927762031555
84,779019,0.8032159805297852
84,778931,0.5911809802055359
84,775661,0.5646225214004517
85,776786,0.7256200313568115
85,773631,0.6493291854858398
85,692292,0.6190090179443359
86,781107,0.995957612991333
86,601001,0.8933366537094116
86,624006,0.8636875152587891
87,624006,1.0
87,532755,0.9414955377578735
87,531193,0.9045836925506592
88,591261,1.0
88,540141,0.9621566534042358
88,542840,0.9028351306915283
89,633407,0.9479320049285889
89,542840,0.914704442024231
89,776291,0.8932397961616516
90,775661,0.5934606790542603
90,779019,0.5228133201599121
90,776575,0.503197431564331
91,779019,0.961132287979126
91,541882,0.9272512793540955
91,779646,0.8629884719848633
92,538854,0.8178502321243286
92,775661,0.7939307689666748
92,776575,0.6737483739852905
93,754625,0.8742932081222534
93,601001,0.7164998650550842
93,532292,0.7149166464805603
94,779646,0.7841444611549377
94,778931,0.6002798080444336
94,776575,0.5587216019630432
